
17998, 1096, 128, 963, 13205, 635, 177, 455, 33308, 9319, 160830, 71970, 206, 885, 19098, 35, 15500, 165, 9132, 465, 5960, 0, 35901, 50557, 30559, 148806, 982, 34, 0, 2133, 797, 0, 31820, 14822, 0, 0, 55245, 90, 457, 223, 263, 305, 337, 112, 127, 14823, 138, 364, 883, 3432, 6333, 8308, 9110, 13658, 17939, 49, 67220, 5269, 2459, 13904, 6, 0, 0, 9116, 289, 344, 516, 595, 336, 85, 0, 0, 0, 0, 123, 43, 74, 120, 147, 143, 607, 836, 463, 8725, 0, 5668, 200, 170, 328, 347, 300, 120, 23, 7, 0, 0, 51, 33, 105, 69, 78, 109, 259, 245, 436, 5778, 0, 276, 717, 1836, 1593, 1123, 404, 11, 0, 0, 11724, 11340, 8290, 4085, 3856, 648, 2646, 501, 18, 53, 57, 13, 5, 8, 15, 12, 5, 3, 11, 2, 1622, 2636, 1702, 2916, 0, 0, 0, 0, 0, 0, 16, 38, 141, 162, 45, 2, 0, 0, 0, 0, 0, 0, 0, 0, 317, 177, 55, 6, 8, 67, 15, 3, 0, 0, 0, 0, 1026, 3, 1, 0, 0, 0, 1, 0, 0, 2, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 66, 459, 233, 124, 41, 23, 3, 0, 381, 180, 136, 155, 74, 27, 12, 0, 1, 29425, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10717, 6623, 0, 0, 932, 342, 1251, 860, 367, 858, 0, 361, 62719000, 29732998, 1243, 103616, 0, 953, 0, 30511698210500
55595, 3324, 433, 2891, 51400, 11948, 8920, 2819, 103327, 29783, 451410, 155927, 228, 2790, 58999, 95, 69141, 386, 29777, 811, 19165, 220, 130694, 185546, 101421, 512413, 2688, 229, 0, 3114, 43593, 0, 81893, 67688, 0, 0, 158333, 720, 2161, 938, 1166, 791, 796, 351, 764, 67688, 475, 1055, 4288, 9405, 16931, 31678, 27062, 35365, 50850, 166, 220797, 17076, 7712, 49871, 17, 4, 2, 29442, 786, 937, 1284, 1468, 1251, 571, 317, 294, 738, 0, 165, 145, 425, 709, 679, 669, 862, 941, 890, 31603, 0, 33392, 571, 634, 744, 1067, 786, 484, 151, 147, 787, 0, 178, 164, 423, 1146, 534, 347, 522, 798, 823, 33828, 0, 993, 3217, 5012, 4506, 3509, 1661, 69, 198, 0, 46013, 41369, 22916, 12379, 7154, 2215, 1809, 436, 93, 57, 46, 33, 4, 4, 4, 3, 3, 4, 0, 0, 6542, 6125, 6498, 7368, 0, 0, 0, 0, 1, 71, 97, 397, 410, 345, 120, 5, 1, 0, 0, 0, 0, 0, 0, 0, 992, 448, 123, 20, 25, 121, 26, 4, 0, 0, 0, 0, 3342, 1, 1, 0, 0, 2, 0, 1, 0, 2, 0, 1, 1, 0, 1, 0, 1, 2, 0, 1, 0, 0, 0, 5, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 218, 1038, 650, 553, 261, 97, 41, 0, 1495, 459, 436, 298, 147, 116, 46, 11, 4, 93096, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 36715, 36577, 0, 0, 2460, 3018, 3278, 1850, 1388, 1840, 0, 1355, 138092993, 109403926, 3240, 319616, 36608, -1, 0, 30511923915500
826, 50, 3, 47, 641, 94, 53, 41, 1249, 566, 7990, 2557, 156, 56, 878, 8, 831, 7, 377, 13, 206, 64, 1447, 2157, 1254, 8824, 25, 0, 0, 56, 148, 0, 2531, 712, 0, 0, 2585, 2, 16, 10, 11, 7, 2, 10, 14, 712, 7, 17, 51, 106, 296, 567, 308, 518, 933, 3, 4410, 345, 104, 574, 0, 0, 0, 444, 13, 15, 21, 13, 14, 9, 0, 0, 0, 0, 4, 3, 5, 8, 7, 3, 5, 3, 4, 487, 0, 379, 10, 10, 11, 12, 11, 4, 1, 0, 0, 0, 3, 4, 11, 1, 8, 3, 4, 8, 0, 396, 0, 9, 24, 61, 55, 40, 13, 3, 1, 0, 597, 536, 311, 250, 141, 45, 11, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 47, 89, 70, 102, 0, 0, 0, 0, 0, 0, 1, 4, 7, 1, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 14, 2, 0, 0, 5, 2, 0, 0, 0, 0, 0, 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 29, 13, 4, 6, 1, 1, 0, 24, 13, 9, 8, 3, 2, 1, 0, 0, 1095, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 490, 392, 0, 0, 37, 54, 59, 32, 26, 32, 0, 26, 2772750, 2171000, 59, 5056, 1664, 1002, 0, 30511927910500
1578, 181, 24, 157, 1246, 118, 43, 74, 2501, 1161, 22494, 11602, 111, 96, 1759, 3, 1496, 13, 754, 31, 427, 0, 2791, 4158, 2564, 16098, 56, 1, 0, 174, 167, 0, 3970, 1375, 0, 0, 5126, 8, 27, 23, 19, 18, 11, 25, 23, 1375, 11, 34, 106, 212, 458, 990, 998, 1113, 1639, 8, 8895, 648, 219, 1128, 2, 0, 0, 858, 40, 40, 41, 52, 31, 5, 0, 0, 0, 0, 2, 5, 7, 15, 26, 17, 10, 7, 12, 966, 0, 575, 16, 16, 31, 36, 22, 10, 0, 0, 0, 0, 4, 3, 16, 13, 27, 18, 0, 7, 6, 612, 0, 19, 47, 127, 108, 96, 28, 2, 0, 0, 1255, 860, 667, 278, 258, 59, 41, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 114, 171, 142, 224, 0, 0, 0, 0, 0, 0, 0, 2, 12, 15, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 43, 18, 4, 2, 0, 15, 0, 1, 0, 0, 0, 0, 117, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 25, 16, 13, 2, 2, 0, 30, 22, 23, 8, 13, 7, 2, 0, 0, 2279, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 989, 611, 0, 0, 64, 66, 185, 119, 62, 119, 0, 62, 9074000, 5216250, 185, 14656, 4096, -1, 0, 30511939157500
1535, 107, 18, 89, 1054, 62, 28, 34, 2266, 775, 14486, 6523, 156, 93, 1642, 3, 1238, 7, 638, 38, 403, 0, 2414, 3377, 2003, 12611, 70, 0, 0, 138, 173, 0, 3194, 1272, 0, 0, 4672, 10, 30, 12, 30, 16, 15, 26, 40, 1272, 9, 38, 69, 116, 891, 779, 542, 891, 1758, 7, 6291, 550, 188, 933, 0, 0, 1, 657, 23, 27, 44, 32, 28, 25, 6, 0, 0, 0, 1, 2, 19, 16, 14, 12, 3, 31, 6, 738, 0, 486, 18, 20, 26, 36, 19, 6, 0, 0, 0, 0, 3, 1, 5, 4, 18, 8, 15, 10, 2, 545, 0, 22, 44, 126, 108, 84, 17, 2, 0, 0, 1131, 804, 295, 348, 101, 54, 26, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 109, 149, 145, 206, 0, 0, 0, 0, 0, 0, 1, 10, 7, 7, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 18, 2, 0, 1, 2, 0, 0, 0, 0, 0, 0, 117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 53, 22, 9, 6, 1, 1, 0, 34, 28, 25, 7, 4, 1, 0, 0, 0, 1903, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 784, 541, 0, 0, 93, 35, 103, 74, 29, 74, 0, 29, 5515750, 2411250, 103, 8384, 2176, 1002, 0, 30511946400500
1247181, 93098, 3340, 89758, 1213467, 18243, 8597, 9633, 2871992, 457410, 4664073, 125807, 615, 34881, 1342028, 36, 1298416, 1834, 689517, 24071, 603421, 11760, 3159059, 4101122, 2418625, 9064072, 60933, 29403, 0, 10921, 135436, 0, 1065792, 1319223, 0, 0, 3499464, 45023, 46977, 55332, 30087, 41078, 22318, 19049, 11776, 1319223, 9689, 31854, 202949, 313942, 295352, 528380, 615027, 760012, 1256720, 4667, 2781553, 421927, 254475, 1080302, 2, 0, 7, 609795, 16808, 26088, 31983, 45250, 37812, 14248, 2901, 13, 0, 0, 34347, 2969, 5553, 7071, 20071, 7905, 4187, 8129, 6630, 688036, 0, 532816, 8223, 14504, 15738, 20518, 35317, 20670, 5850, 0, 0, 0, 21203, 1134, 955, 1995, 15253, 6606, 2865, 6857, 3313, 593455, 0, 32110, 95530, 173786, 193849, 80704, 26246, 1195, 1, 0, 904424, 1226460, 601975, 297210, 173142, 50262, 40115, 2456, 55, 102, 14, 9, 0, 0, 0, 0, 0, 0, 0, 0, 221306, 204332, 177783, 239120, 0, 0, 0, 0, 0, 151, 3547, 7723, 13008, 8394, 2819, 406, 0, 0, 0, 0, 0, 0, 0, 0, 15177, 4589, 1226, 1097, 656, 58, 18, 5, 0, 0, 0, 0, 45254, 207, 0, 0, 0, 0, 0, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 302, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 129, 0, 0, 1131, 11407, 10902, 7606, 1700, 484, 98, 0, 17815, 7955, 4006, 4461, 2042, 558, 25, 3, 0, 2505093, 885, 0, 2598, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 756236, 616473, 0, 0, 51176, 99695, 3385, 1119, 2236, 1115, 0, 2228, 88127000, 164415500, 3380, 741184, 92352, -1, 0, 30514278437000
2452, 335, 47, 288, 1866, 188, 92, 95, 4032, 1414, 40506, 19512, 99, 163, 2788, 13, 2238, 21, 1156, 58, 749, 64, 4463, 6189, 3808, 40064, 148, 3, 0, 55, 37, 0, 10601, 2045, 0, 0, 7811, 13, 58, 21, 40, 37, 25, 38, 25, 2045, 26, 57, 177, 238, 1311, 1364, 1027, 1579, 2801, 10, 18019, 935, 351, 1689, 0, 0, 0, 1164, 44, 54, 60, 80, 74, 42, 0, 0, 0, 0, 4, 12, 24, 21, 17, 10, 18, 2, 33, 1377, 0, 799, 20, 38, 27, 52, 64, 25, 5, 0, 0, 0, 12, 5, 18, 1, 7, 4, 2, 3, 24, 954, 0, 29, 110, 246, 184, 135, 39, 5, 1, 0, 1947, 1401, 593, 423, 137, 259, 169, 24, 2, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 198, 294, 257, 338, 0, 0, 0, 0, 0, 0, 3, 4, 16, 15, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 69, 20, 13, 3, 3, 10, 1, 1, 0, 0, 0, 0, 216, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 84, 48, 14, 8, 3, 0, 0, 77, 34, 26, 21, 6, 6, 3, 0, 0, 3529, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 1426, 963, 0, 0, 177, 142, 292, 225, 64, 225, 0, 62, 17871000, 6364251, 296, 24064, 10304, 1359, 0, 30514298690000
63967, 3712, 451, 3261, 55748, 9673, 6853, 2801, 118274, 29017, 630045, 180453, 187, 2219, 67734, 222, 71142, 355, 33395, 1263, 22172, 143, 140422, 192509, 111204, 707397, 3882, 122, 0, 5903, 37052, 0, 228689, 69115, 0, 0, 180411, 946, 2003, 1920, 1215, 1024, 1263, 662, 538, 69115, 454, 1146, 3329, 7853, 18308, 41322, 32457, 39710, 58919, 225, 371416, 17419, 8265, 52475, 8, 6, 3, 31261, 800, 741, 1264, 1495, 1478, 1145, 390, 389, 1278, 0, 123, 273, 465, 504, 474, 360, 443, 523, 1012, 36064, 0, 30693, 577, 526, 833, 1230, 987, 673, 115, 98, 646, 0, 203, 71, 174, 228, 483, 278, 368, 586, 671, 33316, 0, 1093, 3784, 6296, 5487, 3955, 1198, 102, 257, 0, 49569, 43767, 21687, 12577, 10291, 2672, 1951, 458, 562, 90, 10, 4, 3, 4, 0, 0, 0, 0, 0, 0, 6816, 7563, 7793, 9120, 0, 0, 0, 0, 0, 14, 121, 444, 472, 406, 110, 2, 0, 0, 0, 0, 0, 0, 0, 0, 768, 605, 154, 31, 22, 113, 22, 6, 0, 0, 0, 0, 3265, 4, 8, 2, 9, 1, 9, 7, 5, 1, 0, 1, 0, 1, 2, 0, 7, 0, 1, 0, 0, 0, 1, 5, 0, 0, 0, 0, 0, 0, 0, 1, 4, 0, 0, 0, 0, 0, 0, 1, 0, 169, 830, 630, 395, 144, 68, 11, 0, 1021, 378, 305, 371, 186, 113, 38, 5, 0, 102456, 70, 0, 2, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 39870, 34577, 0, 0, 3655, 3174, 3448, 2027, 1378, 2022, 0, 1347, 156384500, 116498891, 3713, 335168, 91456, -1, 0, 30514613712500
17261, 307, 41, 266, 13044, 184, 82, 102, 33151, 2283, 136391, 17973, 243, 179, 17568, 22, 14098, 17, 8982, 314, 6427, 64, 33412, 40363, 25148, 178524, 772, 3, 0, 107, 323, 0, 88401, 11569, 0, 0, 47411, 446, 676, 275, 815, 710, 55, 694, 25, 11569, 115, 251, 516, 980, 12541, 7602, 14361, 14180, 3687, 11, 101070, 4567, 2049, 10731, 0, 1, 0, 8054, 171, 51, 168, 329, 317, 45, 27, 32, 202, 0, 5, 13, 19, 14, 55, 143, 45, 52, 140, 8910, 0, 4022, 21, 35, 52, 72, 68, 82, 57, 83, 692, 0, 14, 2, 18, 23, 20, 37, 41, 78, 154, 4797, 0, 156, 1129, 2251, 1334, 1260, 291, 5, 1, 0, 9372, 8624, 11191, 5069, 1287, 902, 829, 862, 664, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1721, 2422, 2284, 3100, 0, 0, 0, 0, 20, 1, 9, 6, 126, 211, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 82, 42, 11, 2, 5, 6, 1, 0, 0, 0, 0, 0, 621, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 93, 49, 22, 13, 3, 1, 0, 62, 46, 29, 33, 12, 8, 4, 0, 0, 25292, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 9311, 5071, 0, 0, 1093, 140, 265, 201, 61, 201, 0, 61, 15423500, 4560750, 278, 35200, 4928, -1, 0, 30514681908000
5494, 143, 1, 142, 4290, 170, 49, 121, 11058, 2280, 25107, 2441, 438, 127, 5637, 2, 4928, 1, 2823, 149, 2089, 0, 11310, 14694, 8594, 42328, 203, 3, 0, 71, 119, 0, 11599, 3812, 0, 0, 15618, 12, 112, 173, 108, 165, 212, 41, 11, 3812, 39, 78, 189, 690, 1192, 2226, 2702, 6530, 3775, 10, 16240, 1525, 536, 4362, 3, 0, 0, 2762, 65, 99, 56, 103, 120, 67, 39, 19, 0, 0, 18, 2, 28, 27, 39, 6, 109, 173, 156, 2772, 0, 1767, 29, 53, 60, 82, 77, 40, 14, 2, 0, 0, 15, 4, 14, 106, 13, 96, 123, 166, 120, 1467, 0, 36, 279, 820, 531, 323, 96, 4, 0, 0, 3438, 3628, 3790, 1321, 1594, 375, 614, 6, 9, 10, 116, 0, 0, 0, 0, 0, 0, 0, 0, 0, 507, 904, 678, 1046, 0, 0, 0, 0, 0, 0, 8, 13, 79, 27, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55, 24, 14, 0, 9, 14, 0, 0, 0, 0, 0, 0, 169, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 64, 45, 27, 6, 2, 1, 0, 46, 33, 18, 22, 24, 3, 5, 0, 0, 9150, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 3183, 1922, 0, 0, 170, 191, 76, 31, 45, 31, 0, 44, 2279000, 3650248, 82, 9088, 1216, -1, 0, 30514694461500
